Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
Afghanistan,AFG,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,56.37976384
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,23.37620582
Afghanistan,AFG,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,20.39346621
Afghanistan,AFG,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,32.4191875
Afghanistan,AFG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Afghanistan,AFG,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,..
Afghanistan,AFG,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,..
Afghanistan,AFG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,37.69280282
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,29.12944486
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,63.65493809
Afghanistan,AFG,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,..
Afghanistan,AFG,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,..
Afghanistan,AFG,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..
Afghanistan,AFG,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,..
Afghanistan,AFG,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,..
Afghanistan,AFG,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..
Afghanistan,AFG,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,16.03265342
Afghanistan,AFG,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,15.93936187
Afghanistan,AFG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,44.87703888
Afghanistan,AFG,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,45.06469222
Afghanistan,AFG,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,44.69956349
Afghanistan,AFG,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,15.28960474
Afghanistan,AFG,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,15.10159975
Afghanistan,AFG,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,13.74243406
Afghanistan,AFG,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,13.65860187
Afghanistan,AFG,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,11.84026579
Afghanistan,AFG,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,11.77183907
Afghanistan,AFG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.64429883
Afghanistan,AFG,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,52.19236515
Afghanistan,AFG,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,53.07173415
Afghanistan,AFG,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.238713618
Afghanistan,AFG,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,9.440355813
Afghanistan,AFG,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.201288518
Afghanistan,AFG,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.571510976
Afghanistan,AFG,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.027594066
Afghanistan,AFG,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.210430231
Afghanistan,AFG,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,4.836473155
Afghanistan,AFG,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,5.057246438
Afghanistan,AFG,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,3.862325113
Afghanistan,AFG,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,3.975717518
Afghanistan,AFG,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.132135545
Afghanistan,AFG,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,3.160922497
Afghanistan,AFG,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2.506331364
Afghanistan,AFG,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2.513863095
Afghanistan,AFG,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.992744017
Afghanistan,AFG,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.926765812
Afghanistan,AFG,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.554493973
Afghanistan,AFG,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.44308269
Afghanistan,AFG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.478662289
Afghanistan,AFG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.742942628
Afghanistan,AFG,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.228702365
Afghanistan,AFG,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.259672955
Afghanistan,AFG,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.024252515
Afghanistan,AFG,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.757605603
Afghanistan,AFG,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.64573068
Afghanistan,AFG,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.436803319
Afghanistan,AFG,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.348198699
Afghanistan,AFG,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.28886075
Afghanistan,AFG,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.210520471
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,3.077053629
Afghanistan,AFG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.60704937
Afghanistan,AFG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.39295063
Afghanistan,AFG,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..
Afghanistan,AFG,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,..
Afghanistan,AFG,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,..
Afghanistan,AFG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Afghanistan,AFG,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..
Afghanistan,AFG,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Afghanistan,AFG,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,58.6
Afghanistan,AFG,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,43.7
Afghanistan,AFG,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,39.6
Afghanistan,AFG,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,37.3
Afghanistan,AFG,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,39.4
Afghanistan,AFG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,26
Afghanistan,AFG,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,9.1
Afghanistan,AFG,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,42.9
Afghanistan,AFG,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
Afghanistan,AFG,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
Afghanistan,AFG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1
Afghanistan,AFG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,45.1
Afghanistan,AFG,"Prevalence of overweight (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,4.8
Afghanistan,AFG,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..
Afghanistan,AFG,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..
Afghanistan,AFG,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..
Afghanistan,AFG,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,14.8
Afghanistan,AFG,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,..
Afghanistan,AFG,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,..
Afghanistan,AFG,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,..
Afghanistan,AFG,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..
Afghanistan,AFG,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,41.1
Afghanistan,AFG,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..
Afghanistan,AFG,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..
Afghanistan,AFG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,21.5
Afghanistan,AFG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..
Afghanistan,AFG,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,..
Afghanistan,AFG,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,..
Afghanistan,AFG,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..
Afghanistan,AFG,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,..
Afghanistan,AFG,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,..
Afghanistan,AFG,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,..
Afghanistan,AFG,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,..
Afghanistan,AFG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Afghanistan,AFG,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,39.38989
Afghanistan,AFG,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,34.54507065
Afghanistan,AFG,Progression to secondary school (%),SE.SEC.PROG.ZS,86.26841
Afghanistan,AFG,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,82.39978
Afghanistan,AFG,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,88.66661
Afghanistan,AFG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..
Afghanistan,AFG,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,..
Afghanistan,AFG,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,..
Afghanistan,AFG,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,..
Afghanistan,AFG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Afghanistan,AFG,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,..
Afghanistan,AFG,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,..
Afghanistan,AFG,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,..
Afghanistan,AFG,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,..
Afghanistan,AFG,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,..
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.534523
Afghanistan,AFG,"School enrollment, primary (% net)",SE.PRM.NENR,..
Afghanistan,AFG,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,83.50441742
Afghanistan,AFG,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,..
Afghanistan,AFG,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,122.6549835
Afghanistan,AFG,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,..
Afghanistan,AFG,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,3.265239954
Afghanistan,AFG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,51.66994858
